Fecha,Hora,v4 (Voltaje) [V],m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (40 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],t7 (60 cm) [C],tz (T Amb superficie) [C],v7 (Voltaje) [V]
2020-09-28,00:00:25,6.32,61.5,64.12,62.95,61.66,40.93,42.16,12.31,11.43,
2020-09-28,05:50:42,6.28,61.09,63.93,63.0,61.67,40.93,42.19,12.31,9.93,
2020-09-28,11:50:59,6.65,60.91,63.75,62.98,61.69,40.93,42.23,12.37,11.0,
2020-09-28,17:51:17,6.68,61.14,63.97,62.94,61.68,40.95,42.3,12.31,12.62,
2020-09-28,23:51:34,6.33,60.83,63.9,63.0,61.66,40.95,42.33,12.25,11.68,
2020-09-29,00:01:34,6.33,60.82,63.9,63.01,61.67,40.96,42.33,12.25,11.68,
2020-09-29,05:51:50,6.28,60.61,63.82,63.04,61.67,40.97,42.38,12.31,11.18,
2020-09-29,11:52:08,6.65,60.52,63.75,63.06,61.7,40.98,42.42,12.31,12.06,
2020-09-29,17:52:25,6.59,60.48,63.8,63.05,61.7,41.0,42.47,12.31,13.31,
2020-09-29,23:52:00,6.32,59.99,63.66,63.09,61.7,41.0,42.48,12.31,10.25,
2020-09-30,00:02:00,6.32,59.98,63.65,63.09,61.69,41.01,42.48,12.31,10.25,
2020-09-30,05:42:17,6.27,59.56,63.36,63.09,61.71,41.02,42.51,12.31,8.62,
2020-09-30,12:22:35,6.62,59.48,63.15,63.0,61.73,41.04,42.55,12.31,11.25,
2020-09-30,18:02:52,6.59,65.51,63.52,62.81,61.75,41.04,42.59,12.25,13.5,
2020-09-30,23:53:09,6.32,64.0,63.83,62.92,61.71,41.04,42.6,12.18,10.5,
2020-10-01,00:03:09,6.32,63.98,63.84,62.92,61.71,41.04,42.6,12.18,10.43,
2020-10-01,05:53:26,6.27,62.93,63.8,62.95,61.72,41.04,42.62,12.18,9.12,
2020-10-01,11:53:43,6.64,62.62,63.75,62.91,61.71,41.05,42.65,12.18,10.62,
2020-10-01,17:54:01,6.59,62.8,64.05,62.86,61.7,41.05,42.68,12.12,13.37,
2020-10-01,23:54:18,6.32,62.18,64.1,62.93,61.68,41.06,42.72,12.06,10.18,
2020-10-02,00:04:19,6.32,62.15,64.08,62.93,61.68,41.06,42.72,12.06,10.12,
2020-10-02,06:04:36,6.27,61.67,63.88,62.96,61.68,41.06,42.75,12.06,8.37,
2020-10-02,12:04:53,6.63,61.57,63.72,62.92,61.69,41.08,42.8,12.06,10.68,
2020-10-02,17:55:10,6.61,61.74,63.93,62.85,61.67,41.09,42.84,12.0,12.31,
2020-10-02,23:55:28,6.32,61.32,63.91,62.92,61.64,41.09,42.87,11.87,10.25,
2020-10-03,00:05:28,6.32,61.31,63.91,62.92,61.64,41.1,42.87,11.93,10.25,
2020-10-03,05:55:46,6.27,60.93,63.75,62.93,61.64,41.1,42.91,11.87,8.87,
2020-10-03,11:56:03,6.63,60.78,63.6,62.92,61.66,41.11,42.94,11.87,10.43,
2020-10-03,17:56:20,6.6,60.97,63.77,62.86,61.65,41.12,42.96,11.81,12.5,
2020-10-03,23:56:38,6.31,60.43,63.69,62.93,61.63,41.12,42.97,11.81,9.37,
2020-10-04,00:06:38,6.32,60.42,63.67,62.93,61.63,41.13,42.98,11.81,9.37,
2020-10-04,05:56:55,6.27,59.95,63.4,62.93,61.63,41.13,42.99,11.81,7.75,
2020-10-04,11:57:12,6.62,59.84,63.18,62.88,61.65,41.14,43.01,11.75,9.93,
2020-10-04,17:57:30,6.55,60.27,63.45,62.79,61.63,41.14,43.02,11.68,13.75,
2020-10-04,23:57:47,6.31,59.83,63.48,62.89,61.61,41.13,43.02,11.56,10.5,
2020-10-05,00:07:48,6.31,59.81,63.47,62.89,61.6,41.13,43.01,11.62,10.43,
2020-10-05,05:58:05,6.27,59.33,63.2,62.96,61.62,41.13,43.02,11.68,8.62,
2020-10-05,11:58:22,6.65,65.39,63.15,62.8,61.73,41.12,43.06,11.68,11.12,
2020-10-05,17:58:39,6.65,64.21,63.7,62.8,61.7,41.13,43.05,11.68,13.31,
2020-10-05,23:58:57,6.32,63.0,63.89,62.93,61.69,41.14,43.06,11.68,11.0,
2020-10-06,00:08:58,6.32,62.98,63.89,62.92,61.69,41.14,43.07,11.68,11.0,
2020-10-06,05:59:16,6.28,62.57,63.89,62.98,61.71,41.15,43.09,11.75,10.62,
2020-10-06,11:59:33,6.63,62.4,63.88,63.0,61.75,41.18,43.12,11.81,11.68,
2020-10-06,17:49:50,6.58,62.57,64.12,62.99,61.76,41.2,43.15,11.81,14.06,
2020-10-06,23:50:08,6.31,62.01,64.15,63.09,61.77,41.2,43.19,11.87,11.12,
2020-10-07,00:00:08,6.31,62.0,64.15,63.1,61.77,41.2,43.19,11.87,11.06,
2020-10-07,05:50:25,6.27,61.55,63.93,63.15,61.81,41.22,43.22,11.93,9.62,
2020-10-07,11:50:43,6.62,61.45,63.78,63.13,61.84,41.25,43.25,12.0,11.68,
2020-10-07,17:51:00,6.58,61.83,64.08,63.07,61.85,41.27,43.29,12.0,14.62,
2020-10-07,23:51:18,6.31,61.26,64.06,63.19,61.85,41.28,43.31,12.0,11.12,
2020-10-08,00:01:19,6.31,61.24,64.05,63.2,61.85,41.27,43.31,12.0,11.06,
2020-10-08,05:51:36,6.27,60.74,63.78,63.24,61.89,41.29,43.33,12.12,9.37,
2020-10-08,11:51:53,6.62,60.66,63.6,63.2,61.92,41.31,43.36,12.12,11.75,
2020-10-08,17:52:11,6.57,61.07,63.9,63.14,61.92,41.33,43.37,12.06,14.93,
2020-10-08,23:52:29,6.31,60.54,63.88,63.25,61.91,41.33,43.37,12.06,11.43,
2020-10-09,00:02:30,6.31,60.53,63.87,63.25,61.91,41.33,43.37,12.06,11.43,
2020-10-09,05:52:47,6.27,60.08,63.58,63.31,61.95,41.35,43.37,12.18,9.93,
2020-10-09,11:53:04,6.58,60.02,63.39,63.29,61.99,41.35,43.38,12.18,12.5,
2020-10-09,17:53:23,6.56,60.48,63.73,63.22,61.99,41.36,43.39,12.12,15.75,
2020-10-09,23:53:40,6.31,59.97,63.68,63.35,62.0,41.36,43.38,12.18,12.37,
2020-10-10,00:03:41,6.31,59.95,63.67,63.35,62.0,41.37,43.38,12.18,12.31,
2020-10-10,05:53:58,6.27,59.58,63.4,63.42,62.05,41.37,43.39,12.31,11.37,
2020-10-10,11:54:16,6.62,65.5,63.37,63.3,62.15,41.38,43.42,12.37,13.0,
2020-10-10,17:54:34,6.54,64.46,64.01,63.3,62.14,41.4,43.41,12.43,16.25,
2020-10-10,23:54:52,6.32,63.27,64.28,63.44,62.15,41.42,43.44,12.5,13.06,
2020-10-11,00:04:52,6.32,63.25,64.28,63.45,62.15,41.41,43.43,12.5,13.0,
2020-10-11,05:55:09,6.27,62.58,64.16,63.52,62.2,41.43,43.48,12.62,11.25,
2020-10-11,11:55:27,6.62,62.48,64.07,63.51,62.25,41.48,43.52,12.68,13.5,
2020-10-11,17:55:45,6.57,62.58,64.32,63.48,62.25,41.51,43.56,12.68,15.12,
2020-10-11,23:56:03,6.31,61.97,64.3,63.57,62.26,41.52,43.6,12.75,12.0,
2020-10-12,00:06:03,6.31,61.96,64.29,63.56,62.26,41.51,43.6,12.75,11.93,
2020-10-12,05:56:21,6.27,61.52,64.05,63.59,62.3,41.53,43.64,12.81,10.87,
2020-10-12,11:56:38,6.64,61.45,63.94,63.55,62.32,41.56,43.67,12.81,12.62,
2020-10-12,17:56:56,6.59,61.69,64.18,63.49,62.32,41.58,43.7,12.75,14.75,
2020-10-12,23:57:12,6.32,61.23,64.12,63.58,62.32,41.58,43.72,12.75,12.56,
2020-10-13,00:07:13,6.32,61.21,64.12,63.59,62.32,41.59,43.72,12.75,12.5,
2020-10-13,05:57:29,6.27,60.91,63.97,63.61,62.35,41.59,43.74,12.81,11.81,
2020-10-13,11:57:47,6.69,60.73,63.84,63.61,62.37,41.61,43.75,12.81,12.0,
2020-10-13,17:58:05,6.68,60.7,63.84,63.6,62.38,41.63,43.77,12.81,12.62,
2020-10-13,23:58:21,6.33,60.49,63.79,63.61,62.38,41.64,43.78,12.75,11.87,
2020-10-14,00:08:21,6.33,60.49,63.79,63.61,62.38,41.63,43.78,12.75,11.87,
2020-10-14,05:58:38,6.27,60.43,63.76,63.55,62.45,41.63,43.8,12.75,11.56,
2020-10-14,11:58:56,6.66,65.94,63.93,63.48,62.5,41.64,43.82,12.75,12.81,
2020-10-14,17:59:13,6.57,64.69,64.75,63.51,62.45,41.65,44.17,12.68,14.87,
2020-10-14,23:59:31,6.32,63.6,64.96,63.62,62.45,41.69,44.93,12.68,12.18,
2020-10-15,00:09:32,6.32,63.58,64.96,63.63,62.46,41.68,44.95,12.68,12.18,
2020-10-15,05:59:48,6.28,63.18,64.94,63.69,62.49,41.75,45.41,12.75,11.75,
2020-10-15,12:00:05,6.62,63.01,64.94,63.71,62.53,41.81,45.56,12.81,13.0,
2020-10-15,17:50:22,6.66,63.18,65.21,63.71,62.56,41.84,45.57,12.81,14.62,
2020-10-15,23:50:39,6.32,62.67,65.15,63.82,62.59,41.87,45.54,12.81,12.62,
2020-10-16,00:00:39,6.32,62.66,65.15,63.82,62.59,41.87,45.54,12.81,12.62,
2020-10-16,05:50:55,6.27,62.41,65.04,63.87,62.66,41.9,45.51,12.87,12.06,
2020-10-16,11:51:12,6.67,62.32,64.97,63.88,62.72,41.92,45.48,12.87,12.68,
2020-10-16,17:51:30,6.58,62.57,65.12,63.89,62.76,41.95,45.45,12.87,15.43,
2020-10-16,23:51:48,6.32,62.11,65.11,63.98,62.78,41.95,45.41,12.87,12.68,
2020-10-17,00:01:48,6.32,62.09,65.1,63.98,62.78,41.95,45.41,12.93,12.68,
2020-10-17,05:52:03,6.28,61.83,64.94,64.03,62.84,41.96,45.37,12.93,12.12,
2020-10-17,11:52:20,6.65,61.72,64.83,64.04,62.88,41.97,45.34,13.0,12.93,
2020-10-17,17:52:37,6.59,62.03,65.01,64.04,62.92,41.98,45.29,13.0,15.87,
2020-10-17,23:52:55,6.32,61.58,64.98,64.15,62.93,41.99,45.25,13.0,13.43,
2020-10-18,00:02:56,6.32,61.57,64.97,64.15,62.94,41.98,45.25,13.0,13.37,
2020-10-18,05:53:12,6.27,61.28,64.8,64.21,62.98,41.99,45.21,13.06,12.62,
2020-10-18,11:53:29,6.68,61.09,64.66,64.21,63.02,42.01,45.19,13.12,12.87,
2020-10-18,17:53:46,6.57,61.38,64.78,64.21,63.07,42.02,45.17,13.12,16.06,
2020-10-18,23:54:04,6.32,60.87,64.71,64.29,63.07,42.03,45.14,13.18,12.43,
2020-10-19,00:04:05,6.32,60.86,64.69,64.29,63.08,42.03,45.14,13.18,12.43,
2020-10-19,05:54:22,6.27,60.4,64.37,64.31,63.11,42.03,45.13,13.25,10.62,
2020-10-19,11:54:40,6.59,60.35,64.16,64.26,63.14,42.05,45.11,13.25,13.18,
2020-10-19,17:54:58,6.58,60.75,64.41,64.18,63.13,42.06,45.07,13.18,15.93,
2020-10-19,23:55:16,6.32,60.18,64.29,64.26,63.12,42.05,45.03,13.12,12.25,
2020-10-20,00:05:16,6.32,60.17,64.29,64.26,63.12,42.05,45.03,13.12,12.25,
2020-10-20,05:55:33,6.27,59.74,63.96,64.3,63.14,42.04,45.01,13.18,10.81,
2020-10-20,11:55:51,6.6,59.71,63.76,64.26,63.17,42.05,44.99,13.18,13.31,
2020-10-20,17:56:09,6.56,60.14,64.05,64.16,63.16,42.04,44.94,13.12,16.31,
2020-10-20,23:56:27,6.32,59.59,63.93,64.26,63.14,42.04,44.9,13.12,12.5,
2020-10-21,00:06:27,6.32,59.57,63.92,64.28,63.14,42.04,44.9,13.12,12.43,
2020-10-21,05:56:45,6.27,59.26,63.61,64.3,63.17,42.04,44.88,13.18,11.75,
2020-10-21,11:57:02,6.67,59.13,63.45,64.29,63.2,42.05,44.85,13.25,12.37,
2020-10-21,17:57:20,6.57,59.47,63.59,64.23,63.2,42.05,44.81,13.18,15.5,
2020-10-21,23:57:38,6.32,59.82,63.58,64.17,63.25,42.03,44.81,13.18,12.37,
2020-10-22,00:07:38,6.32,60.08,63.57,64.17,63.25,42.03,44.81,13.18,12.37,
2020-10-22,05:57:55,6.27,64.53,63.43,64.16,63.25,42.03,44.77,13.25,11.81,
2020-10-22,11:58:12,6.65,63.58,63.64,64.14,63.25,42.03,44.77,13.25,12.75,
2020-10-22,17:58:29,6.61,63.35,64.06,64.12,63.23,42.04,44.78,13.18,14.93,
2020-10-22,23:58:46,6.32,62.72,64.22,64.19,63.23,42.05,44.81,13.18,12.62,
2020-10-23,00:08:47,6.32,62.72,64.21,64.19,63.22,42.05,44.81,13.18,12.62,
2020-10-23,05:59:02,6.27,62.4,64.19,64.22,63.25,42.06,44.84,13.18,11.93,
2020-10-23,11:59:20,6.67,62.24,64.19,64.21,63.27,42.06,44.85,13.18,12.43,
2020-10-23,17:59:37,6.62,62.44,64.4,64.18,63.27,42.07,44.86,13.18,14.81,
2020-10-23,23:59:54,6.32,62.0,64.41,64.25,63.27,42.07,44.86,13.12,12.62,
2020-10-24,00:09:55,6.32,62.0,64.4,64.26,63.27,42.07,44.86,13.12,12.62,
2020-10-24,06:00:08,6.27,61.74,64.32,64.29,63.28,42.07,44.87,13.18,12.06,
2020-10-24,12:00:25,6.66,61.64,64.26,64.28,63.3,42.08,44.87,13.18,12.68,
2020-10-24,17:50:42,6.58,61.89,64.44,64.26,63.31,42.09,44.85,13.12,15.56,
2020-10-24,23:50:59,6.32,61.36,64.41,64.33,63.31,42.08,44.85,13.18,12.5,
2020-10-25,00:01:00,6.32,61.35,64.41,64.33,63.31,42.09,44.84,13.12,12.43,
2020-10-25,05:51:17,6.27,61.0,64.19,64.37,63.33,42.08,44.84,13.25,11.81,
2020-10-25,11:51:33,6.63,60.99,64.15,64.35,63.35,42.1,44.83,13.25,13.62,
2020-10-25,17:51:51,6.56,61.24,64.36,64.33,63.36,42.1,44.81,13.18,16.12,
2020-10-25,23:52:09,6.32,60.73,64.32,64.43,63.36,42.09,44.77,13.25,12.75,
2020-10-26,00:02:10,6.32,60.71,64.31,64.43,63.35,42.09,44.77,13.25,12.75,
2020-10-26,05:52:27,6.27,60.27,64.01,64.47,63.38,42.09,44.76,13.31,11.25,
2020-10-26,11:52:45,6.61,60.22,63.84,64.43,63.4,42.1,44.76,13.31,13.87,
2020-10-26,17:53:03,6.57,60.85,64.14,64.32,63.41,42.09,44.74,13.25,16.0,
2020-10-26,23:53:21,6.32,65.83,64.11,64.33,63.45,42.08,44.74,13.31,12.43,
2020-10-27,00:03:21,6.31,65.87,64.08,64.33,63.45,42.08,44.74,13.31,12.31,
2020-10-27,05:53:39,6.27,64.01,63.99,64.37,63.43,42.09,44.76,13.37,11.25,
2020-10-27,11:53:57,6.62,63.49,64.1,64.31,63.45,42.11,44.85,13.37,12.68,
2020-10-27,17:54:14,6.67,63.15,64.35,64.28,63.42,42.13,44.95,13.25,12.68,
2020-10-27,23:54:32,6.32,62.72,64.42,64.31,63.42,42.13,45.04,13.25,11.75,
2020-10-28,00:04:33,6.32,62.71,64.41,64.31,63.42,42.13,45.04,13.18,11.68,
2020-10-28,05:54:50,6.27,62.31,64.32,64.31,63.43,42.15,45.13,13.25,10.5,
2020-10-28,11:55:08,6.59,62.29,64.24,64.28,63.44,42.16,45.21,13.18,12.93,
2020-10-28,17:55:26,6.54,62.64,64.61,64.23,63.42,42.16,45.25,13.06,16.0,
2020-10-28,23:55:44,6.31,62.02,64.65,64.36,63.4,42.15,45.26,13.06,12.5,
2020-10-29,00:05:45,6.31,62.0,64.65,64.37,63.41,42.16,45.25,13.06,12.43,
2020-10-29,05:56:02,6.26,61.5,64.41,64.43,63.44,42.16,45.27,13.12,10.87,
2020-10-29,11:56:20,6.59,61.46,64.26,64.4,63.48,42.17,45.26,13.18,13.75,
2020-10-29,17:56:38,6.56,61.76,64.56,64.35,63.47,42.18,45.23,13.12,16.25,
2020-10-29,23:56:56,6.31,61.1,64.49,64.47,63.47,42.17,45.21,13.12,12.12,
2020-10-30,00:06:56,6.31,61.07,64.48,64.48,63.47,42.17,45.2,13.12,12.12,
2020-10-30,05:57:14,6.26,60.6,64.17,64.51,63.51,42.17,45.19,13.25,11.06,
2020-10-30,11:57:31,6.62,60.57,64.03,64.46,63.54,42.18,45.17,13.25,13.37,
2020-10-30,17:57:49,6.58,60.86,64.26,64.42,63.53,42.19,45.14,13.18,15.62,
2020-10-30,23:58:07,6.32,60.28,64.16,64.51,63.52,42.18,45.11,13.18,12.0,
2020-10-31,00:08:07,6.32,60.27,64.15,64.51,63.51,42.18,45.11,13.18,12.0,
2020-10-31,05:58:25,6.27,59.94,63.9,64.54,63.54,42.17,45.08,13.25,11.62,
2020-10-31,11:58:42,6.66,65.81,63.85,64.39,63.62,42.17,45.09,13.25,12.62,
2020-10-31,17:58:43,6.57,64.43,64.4,64.37,63.57,42.17,45.12,13.18,15.62,
2020-10-31,23:59:01,6.32,63.46,64.66,64.47,63.56,42.19,45.2,13.18,13.0,
2020-11-01,00:09:01,6.32,63.44,64.66,64.47,63.57,42.18,45.21,13.18,13.0,
2020-11-01,05:59:18,6.27,63.04,64.68,64.51,63.6,42.2,45.29,13.25,12.5,
2020-11-01,11:59:34,6.67,62.85,64.69,64.53,63.63,42.22,45.33,13.31,12.87,
2020-11-01,17:49:51,6.62,63.01,64.87,64.51,63.63,42.23,45.35,13.31,15.12,
2020-11-01,23:50:09,6.33,62.58,64.91,64.58,63.64,42.24,45.37,13.31,13.12,
2020-11-02,00:00:10,6.32,62.57,64.91,64.58,63.65,42.24,45.37,13.31,13.06,
2020-11-02,05:50:25,6.27,62.29,64.81,64.62,63.67,42.24,45.39,13.37,12.37,
2020-11-02,11:50:42,6.65,62.14,64.73,64.62,63.69,42.25,45.39,13.37,12.93,
2020-11-02,17:51:00,6.58,62.35,64.87,64.62,63.71,42.26,45.38,13.31,15.43,
2020-11-02,23:51:17,6.32,61.91,64.86,64.69,63.7,42.26,45.36,13.31,13.0,
2020-11-03,00:01:17,6.32,61.9,64.86,64.69,63.71,42.26,45.36,13.37,12.93,
2020-11-03,05:51:33,6.27,61.6,64.71,64.72,63.72,42.26,45.35,13.37,12.18,
2020-11-03,11:51:49,6.63,61.44,64.58,64.71,63.74,42.27,45.33,13.37,13.12,
2020-11-03,17:52:07,6.59,61.79,64.81,64.68,63.74,42.27,45.3,13.37,16.18,
2020-11-03,23:52:25,6.32,61.31,64.76,64.78,63.74,42.27,45.27,13.37,13.56,
2020-11-04,00:02:25,6.32,61.31,64.75,64.79,63.74,42.27,45.27,13.37,13.56,
2020-11-04,05:52:41,6.27,60.99,64.58,64.83,63.77,42.27,45.25,13.43,12.75,
2020-11-04,11:52:57,6.63,66.03,64.54,64.73,63.86,42.26,45.25,13.5,14.12,
2020-11-04,17:53:15,6.66,64.68,65.16,64.74,63.82,42.28,45.29,13.5,14.43,
2020-11-04,23:53:32,6.32,63.87,65.36,64.82,63.83,42.29,45.42,13.5,12.93,
2020-11-05,00:03:33,6.32,63.85,65.37,64.82,63.83,42.29,45.42,13.5,12.87,
2020-11-05,05:53:50,6.27,63.37,65.31,64.83,63.87,42.31,45.52,13.56,12.06,
2020-11-05,11:54:07,6.61,63.4,65.33,64.82,63.89,42.33,45.6,13.56,14.87,
2020-11-05,17:54:25,6.56,63.56,65.68,64.81,63.87,42.34,45.65,13.5,16.68,
2020-11-05,23:54:43,6.32,62.8,65.61,64.94,63.88,42.34,45.66,13.56,13.06,
2020-11-06,00:04:43,6.32,62.79,65.6,64.94,63.89,42.35,45.66,13.56,13.0,
2020-11-06,05:55:01,6.27,62.38,65.36,64.99,63.92,42.35,45.67,13.62,12.25,
2020-11-06,11:55:18,6.62,62.36,65.25,64.97,63.96,42.37,45.67,13.68,14.43,
2020-11-06,17:55:36,6.55,62.56,65.46,64.93,63.95,42.38,45.63,13.62,16.5,
2020-11-06,23:55:53,6.32,61.99,65.39,65.03,63.95,42.37,45.59,13.62,13.12,
2020-11-07,00:05:54,6.32,61.97,65.37,65.04,63.95,42.37,45.59,13.62,13.06,
2020-11-07,05:56:11,6.27,61.56,65.1,65.08,63.98,42.37,45.56,13.68,12.12,
2020-11-07,11:56:29,6.64,61.49,64.94,65.05,64.0,42.39,45.54,13.75,14.25,
2020-11-07,17:56:46,6.59,61.66,65.12,65.0,63.99,42.39,45.49,13.68,15.87,
2020-11-07,23:57:04,6.32,61.22,65.03,65.08,63.98,42.38,45.46,13.68,13.81,
2020-11-08,00:07:04,6.32,61.21,65.01,65.1,63.98,42.39,45.45,13.68,13.81,
2020-11-08,05:57:21,6.27,60.89,64.83,65.12,64.0,42.39,45.44,13.75,12.93,
2020-11-08,11:57:37,6.65,60.87,64.75,65.1,64.06,42.39,45.43,13.75,13.93,
2020-11-08,17:57:56,6.57,61.11,64.79,65.11,64.05,42.41,45.73,13.75,15.75,
2020-11-08,23:58:13,6.32,60.77,64.73,65.16,64.05,42.42,45.71,13.75,12.81,
2020-11-09,00:08:14,6.32,60.76,64.72,65.16,64.05,42.42,45.71,13.75,12.75,
2020-11-09,05:58:30,6.27,60.53,64.49,65.18,64.07,42.42,45.68,13.81,12.37,
2020-11-09,11:58:46,6.65,60.5,64.4,65.15,64.08,42.44,45.64,13.81,13.43,
2020-11-09,17:59:04,6.58,60.86,64.62,65.11,64.08,42.43,45.59,13.68,16.25,
2020-11-09,23:59:22,6.32,60.43,64.53,65.19,64.07,42.42,45.55,13.75,13.68,
2020-11-10,00:09:22,6.32,60.42,64.53,65.21,64.07,42.42,45.55,13.75,13.62,
2020-11-10,05:59:38,6.27,60.14,64.33,65.24,64.08,42.43,45.51,13.81,12.93,
2020-11-10,11:59:55,6.68,60.0,64.21,65.24,64.11,42.43,45.48,13.81,13.25,
2020-11-10,17:50:13,6.62,60.2,64.3,65.21,64.11,42.43,45.45,13.81,15.5,
2020-11-10,23:50:30,6.33,59.85,64.21,65.24,64.1,42.43,45.43,13.81,13.43,
2020-11-11,00:00:31,6.33,59.85,64.19,65.24,64.1,42.43,45.42,13.81,13.43,
2020-11-11,05:50:49,6.27,59.64,64.05,65.25,64.11,42.43,45.41,13.81,13.0,
2020-11-11,11:51:07,6.65,59.56,63.98,65.24,64.12,42.43,45.38,13.81,13.68,
2020-11-11,17:51:25,6.64,59.71,64.11,65.22,64.12,42.43,45.35,13.81,15.12,
2020-11-11,23:51:43,6.33,59.42,64.03,65.26,64.12,42.42,45.33,13.81,13.56,
2020-11-12,00:01:43,6.33,59.41,64.01,65.26,64.12,42.42,45.33,13.81,13.5,
2020-11-12,05:51:59,6.27,59.18,63.87,65.26,64.14,42.42,45.31,13.81,12.93,
2020-11-12,11:52:16,6.66,59.09,63.75,65.26,64.15,42.42,45.29,13.81,13.43,
2020-11-12,17:52:33,6.65,59.29,63.88,65.16,64.18,42.42,45.27,13.81,14.75,
2020-11-12,23:52:51,6.33,59.52,63.76,65.17,64.16,42.41,45.28,13.81,13.18,
2020-11-13,00:02:52,6.32,59.54,63.76,65.17,64.16,42.4,45.29,13.81,13.18,
2020-11-13,05:53:08,6.27,59.79,63.64,65.18,64.16,42.43,45.71,13.81,12.68,
2020-11-13,11:53:26,6.65,60.01,63.6,65.16,64.16,42.45,45.86,13.81,13.62,
2020-11-13,17:53:43,6.65,60.28,63.72,65.12,64.17,42.47,45.87,13.75,14.62,
2020-11-13,23:54:01,6.32,60.15,63.7,65.19,64.16,42.46,45.83,13.75,13.5,
2020-11-14,00:04:01,6.32,60.15,63.7,65.19,64.16,42.46,45.82,13.75,13.5,
2020-11-14,05:54:19,6.27,60.07,63.65,65.19,64.17,42.46,45.79,13.75,13.12,
2020-11-14,11:54:37,6.59,60.23,63.68,65.19,64.19,42.46,45.76,13.81,15.43,
2020-11-14,17:54:55,6.55,60.58,64.0,65.19,64.19,42.46,45.7,13.81,17.31,
2020-11-14,23:55:12,6.31,60.0,63.91,65.31,64.21,42.45,45.63,13.81,13.37,
2020-11-15,00:05:13,6.31,59.98,63.9,65.31,64.19,42.46,45.62,13.81,13.31,
2020-11-15,05:55:31,6.27,59.54,63.58,65.33,64.24,42.46,45.59,13.93,11.93,
2020-11-15,11:55:49,6.64,59.54,63.45,65.26,64.26,42.47,45.55,14.0,13.62,
2020-11-15,17:56:06,6.58,59.85,63.68,65.19,64.25,42.48,45.5,13.93,16.12,
2020-11-15,23:56:24,6.32,59.39,63.6,65.26,64.24,42.47,45.44,13.93,13.06,
2020-11-16,00:06:24,6.32,59.38,63.59,65.26,64.24,42.47,45.44,13.93,13.06,
2020-11-16,05:56:41,6.27,63.81,63.43,65.16,64.31,42.45,45.44,13.93,12.62,
2020-11-16,11:56:58,6.65,62.8,63.39,65.12,64.28,42.45,45.44,14.0,13.31,
2020-11-16,17:56:33,6.59,62.68,63.71,65.08,64.26,42.46,45.45,13.93,15.43,
2020-11-16,23:56:51,6.32,62.0,63.75,65.12,64.25,42.47,45.47,13.87,13.06,
2020-11-17,00:06:51,6.32,62.0,63.75,65.14,64.24,42.46,45.47,13.87,13.12,
2020-11-17,05:47:08,6.27,61.74,63.7,65.14,64.26,42.47,45.49,13.93,12.75,
2020-11-17,11:27:23,6.68,61.62,63.71,65.12,64.26,42.48,45.5,13.93,13.0,
2020-11-17,18:17:44,6.65,61.62,63.81,65.1,64.26,42.48,45.5,13.87,13.93,
2020-11-17,23:58:01,6.33,61.44,63.88,65.1,64.24,42.47,45.5,13.81,13.25,
2020-11-18,00:08:01,6.33,61.44,63.87,65.1,64.24,42.47,45.5,13.81,13.25,
2020-11-18,05:58:19,6.27,61.29,63.85,65.11,64.24,42.47,45.5,13.81,12.93,
2020-11-18,11:58:37,6.65,61.25,63.87,65.12,64.24,42.47,45.49,13.81,13.68,
2020-11-18,17:58:55,6.55,61.54,64.12,65.08,64.24,42.46,45.45,13.75,16.68,
2020-11-18,23:59:13,6.32,61.11,64.12,65.19,64.24,42.45,45.42,13.81,14.25,
2020-11-19,00:09:13,6.32,61.1,64.12,65.19,64.24,42.45,45.42,13.81,14.18,
2020-11-19,05:59:31,6.27,60.76,63.98,65.25,64.26,42.45,45.4,13.87,13.31,
2020-11-19,11:59:48,6.66,60.61,63.89,65.25,64.3,42.47,45.38,13.93,13.75,
2020-11-19,17:50:05,6.64,60.64,63.93,65.23,64.3,42.47,45.35,13.93,14.75,
2020-11-19,23:50:23,6.33,60.36,63.88,65.26,64.3,42.47,45.33,13.93,13.5,
2020-11-20,00:00:24,6.33,60.36,63.87,65.25,64.3,42.47,45.33,13.93,13.5,
2020-11-20,05:50:41,6.27,60.16,63.77,65.26,64.3,42.47,45.31,13.93,13.12,
2020-11-20,11:50:59,6.61,60.14,63.75,65.25,64.31,42.48,45.29,13.93,14.5,
2020-11-20,17:51:17,6.57,65.08,63.94,65.08,64.33,42.45,45.27,13.93,15.56,
2020-11-20,23:51:35,6.32,63.31,63.9,65.16,64.31,42.45,45.24,13.93,13.0,
2020-11-21,00:01:35,6.32,63.29,63.9,65.16,64.31,42.45,45.24,13.93,12.93,
2020-11-21,05:51:53,6.27,62.53,63.75,65.18,64.33,42.46,45.26,14.0,11.37,
2020-11-21,11:52:11,6.58,62.48,63.7,65.12,64.33,42.47,45.27,14.0,14.87,
2020-11-21,17:52:29,6.51,62.79,64.15,65.03,64.3,42.47,45.25,13.93,17.75,
2020-11-21,23:52:47,6.31,62.12,64.25,65.16,64.28,42.45,45.24,13.93,14.31,
2020-11-22,00:02:47,6.31,62.11,64.24,65.17,64.28,42.46,45.24,13.87,14.18,
2020-11-22,05:53:04,6.26,61.54,64.01,65.25,64.3,42.45,45.24,14.0,12.31,
